claim_id,exhibit,claim,value,ci95,n,source_json,json_path,code,sha256_16,path_status
C333,Table10,사다리: series_a 도달 FF−기타 (첫 라운드 연도×섹터×국가 셀),-0.07241,"[-0.0895, -0.054]",18178,07_analysis/out/P00145.json,estimates.M1_attrition.reach_a_cell.ff.coef,06_code/p001_45_ladder_pipeline.py,ec197e08a1d57bbe,valid
C334,Table10,사다리: series_b+ 도달 FF−기타,-0.06339,"[-0.0811, -0.0464]",18178,07_analysis/out/P00145.json,estimates.M1_attrition.reach_b_cell.ff.coef,06_code/p001_45_ladder_pipeline.py,ec197e08a1d57bbe,valid
C335,Table10,"사다리: series_b+ 도달 FF−기타, 도달 전 출구 기업 제외",-0.08119,"[-0.0993, -0.0622]",14991,07_analysis/out/P00145.json,estimates.M1_attrition.reach_b_cell_excl_exit.ff.coef,06_code/p001_45_ladder_pipeline.py,ec197e08a1d57bbe,valid
C336,Table10,사다리: 기존 회사 후속 참여 fp×ff (cell_stage),-0.01223,"[-0.0667, 0.0324]",20854,07_analysis/out/P00145.json,estimates.M2_firm_followon.firm_followon.fpff.coef,06_code/p001_45_ladder_pipeline.py,ec197e08a1d57bbe,valid
C337,Table10,사다리: 같은 파트너 재귀속 fp×ff (회사 참여 조건),-0.00852,"[-0.0747, 0.0572]",10337,07_analysis/out/P00145.json,estimates.M3_partner_reattribution.partner_reattr.fpff.coef,06_code/p001_45_ladder_pipeline.py,ec197e08a1d57bbe,valid
C338,Table10,사다리: 조건화 사건(36m 내 다음 라운드) fp×ff,-0.00982,"[-0.0634, 0.0447]",31390,07_analysis/out/P00145.json,estimates.M2_firm_followon.cond_balance.fpff.coef,06_code/p001_45_ladder_pipeline.py,ec197e08a1d57bbe,valid
C339,Table10,사다리: 신규 진입 투자자 fp 비중 ← 후기 단계 (전체),-0.0029,"[-0.0123, 0.0071]",14879,07_analysis/out/P00145.json,estimates.M4_entrants.entrant_fp_on_late.late.coef,06_code/p001_45_ladder_pipeline.py,ec197e08a1d57bbe,valid
C340,Table10,사다리: 신규 진입 fp 비중 ← 후기×FF,-0.03038,"[-0.0681, 0.0055]",14879,07_analysis/out/P00145.json,estimates.M4_entrants.entrant_fp_on_late.lateff.coef,06_code/p001_45_ladder_pipeline.py,ec197e08a1d57bbe,valid
C341,Table10,"사다리: 신규 진입 fp 비중, FF 기업 초기 단계",0.1566,-,1469,07_analysis/out/P00145.json,estimates.M4_entrants.fp_share_entrants.late0_ff1.share,06_code/p001_45_ladder_pipeline.py,ec197e08a1d57bbe,valid
C342,Table10,"사다리: 신규 진입 fp 비중, FF 기업 후기 단계",0.1233,-,730,07_analysis/out/P00145.json,estimates.M4_entrants.fp_share_entrants.late1_ff1.share,06_code/p001_45_ladder_pipeline.py,ec197e08a1d57bbe,valid
C343,Table10,사다리: 커버리지 — 다음 라운드 투자자 기록 fp×ff,-0.00077,"[-0.0237, 0.0207]",20854,07_analysis/out/P00145.json,estimates.M2_firm_followon.coverage_next_investors.fpff.coef,06_code/p001_45_ladder_pipeline.py,ec197e08a1d57bbe,valid
C344,Table10,사다리: 커버리지 — 재참여 회사의 파트너 귀속 기록 fp×ff,-0.04483,"[-0.1053, 0.014]",10337,07_analysis/out/P00145.json,estimates.M3_partner_reattribution.coverage_next_partner.fpff.coef,06_code/p001_45_ladder_pipeline.py,ec197e08a1d57bbe,valid
C345,Table10,사다리: 초기 첫 라운드 기업 수 (2010–2019),19434,-,-,07_analysis/out/P00145.json,estimates.M1_attrition.n_companies,06_code/p001_45_ladder_pipeline.py,ec197e08a1d57bbe,valid
C346,Table10,"부재(≥18m) 여−남 차 MDE80, 회사 전체 딜",0.0343,-,24724,07_analysis/out/P00144.json,estimates.B2_all_deals_ff_share.18.diff_female_minus_male.mde80,06_code/p001_44_absence_spells.py,5bbfca722f49af76,valid
C347,Table10,사다리: 회사 후속 참여 fp×ff MDE80,0.074,-,20854,07_analysis/out/P00145.json,estimates.M2_firm_followon.firm_followon.fpff.mde80,06_code/p001_45_ladder_pipeline.py,ec197e08a1d57bbe,valid
C348,Table10,"사다리: 신규 진입 fp 비중, 기타 기업 초기 단계",0.0831,-,7782,07_analysis/out/P00145.json,estimates.M4_entrants.fp_share_entrants.late0_ff0.share,06_code/p001_45_ladder_pipeline.py,ec197e08a1d57bbe,valid
C349,Table10,"사다리: 신규 진입 fp 비중, 기타 기업 후기 단계",0.0802,-,4898,07_analysis/out/P00145.json,estimates.M4_entrants.fp_share_entrants.late1_ff0.share,06_code/p001_45_ladder_pipeline.py,ec197e08a1d57bbe,valid
C350,Table10,사다리: 파트너 재귀속 fp×ff MDE80,0.0934,-,10337,07_analysis/out/P00145.json,estimates.M3_partner_reattribution.partner_reattr.fpff.mde80,06_code/p001_45_ladder_pipeline.py,ec197e08a1d57bbe,valid
C351,Table10,"라운드 내: 회사 재참여(36m, 다음 라운드 有) FF 라운드 여성 귀속 계수 b_FF",-0.00385,"[-0.0424, 0.0291]",7734,07_analysis/out/P00142.json,estimates.B_reup_conditional.reg.b_FF.coef,06_code/p001_42_within_round_reup.py,5255a5696474744a,valid
C352,Table10,라운드 내: 재참여 비FF 라운드 계수,0.00703,"[-0.0101, 0.0277]",7734,07_analysis/out/P00142.json,estimates.B_reup_conditional.reg.b_other.coef,06_code/p001_42_within_round_reup.py,5255a5696474744a,valid
C353,Table10,라운드 내: 재참여 FF−비FF 차이,-0.01087,"[-0.0554, 0.0295]",7734,07_analysis/out/P00142.json,estimates.B_reup_conditional.reg.b_diff.coef,06_code/p001_42_within_round_reup.py,5255a5696474744a,valid
C354,Table10,라운드 내: 재참여 b_FF MDE80,0.053,-,7734,07_analysis/out/P00142.json,estimates.B_reup_conditional.reg.b_FF.mde80,06_code/p001_42_within_round_reup.py,5255a5696474744a,valid
C355,Table10,라운드 내: 성별 라벨 라운드 내 순열 양측 p (FF),0.846,-,500,07_analysis/out/P00142.json,estimates.B_reup_conditional.perm_FF.p_two,06_code/p001_42_within_round_reup.py,5255a5696474744a,valid
C356,Table10,라운드 내: 재참여 무조건 b_FF,0.00201,"[-0.0251, 0.0301]",10399,07_analysis/out/P00142.json,estimates.C_reup_unconditional.b_FF.coef,06_code/p001_42_within_round_reup.py,5255a5696474744a,valid
C357,Table10,라운드 내: 같은 파트너 재귀속|재참여 b_FF,-0.00239,"[-0.0455, 0.037]",3301,07_analysis/out/P00142.json,estimates.D_repartner.cond_on_reup.b_FF.coef,06_code/p001_42_within_round_reup.py,5255a5696474744a,valid
C358,Table10,라운드 내: 리드 플래그 b_FF,-0.02736,"[-0.088, 0.0297]",4770,07_analysis/out/P00142.json,estimates.E_lead.lead_within_round.b_FF.coef,06_code/p001_42_within_round_reup.py,5255a5696474744a,valid
C359,Table10,라운드 내: 리드 플래그 기록 비중,0.5755,-,10399,07_analysis/out/P00142.json,estimates.E_lead.lead_recorded_share,06_code/p001_42_within_round_reup.py,5255a5696474744a,valid
C360,Table10,라운드 내: 역방향 위약(이전 라운드 참여) b_FF,-0.00424,"[-0.0469, 0.0369]",8898,07_analysis/out/P00142.json,estimates.F_reverse_placebo.b_FF.coef,06_code/p001_42_within_round_reup.py,5255a5696474744a,valid
C361,Table10,라운드 내 표본: 혼성 FF 라운드(다음 36m 조건) 수,535,-,-,07_analysis/out/P00142.json,estimates.A_sample.n_cond_ff_rounds,06_code/p001_42_within_round_reup.py,5255a5696474744a,valid
C362,Table10,라운드 내 표본: 혼성 FF 라운드 투자자 행 수,1623,-,-,07_analysis/out/P00142.json,estimates.A_sample.n_cond_ff_rows,06_code/p001_42_within_round_reup.py,5255a5696474744a,valid
C363,Table10,라운드 내: FF 라운드 재참여 기저율,0.4627,-,1623,07_analysis/out/P00142.json,estimates.A_sample.base_reup_cond_ff,06_code/p001_42_within_round_reup.py,5255a5696474744a,valid
C364,Table10,라운드 내: 원시 4셀 이중차 (재참여),-0.0356,-,-,07_analysis/out/P00142.json,estimates.A_sample.raw_dd_reup_cond,06_code/p001_42_within_round_reup.py,5255a5696474744a,valid
C380,Table9,미국: 회사×연×섹터 셀 여성 파트너 FF 출구 격차(pp),-4.118,"[-10.71, 1.99]",5964,07_analysis/out/P00148.json,estimates.USA.A_ladder.pluscat.coef_pp,06_code/p001_48_region_split.py,621f8999c0985ff2,valid
C381,Table9,미국: 회사×연×섹터 혼합 셀 수,145,-,5964,07_analysis/out/P00148.json,estimates.USA.A_ladder.pluscat.n_mixed_cells,06_code/p001_48_region_split.py,621f8999c0985ff2,valid
C382,Table9,미국: 회사×연×섹터 셀 내 재배정 위약 |β| 95분위(pp),5.53,-,5964,07_analysis/out/P00148.json,estimates.USA.A_ladder.pluscat.placebo_p95_abs_pp,06_code/p001_48_region_split.py,621f8999c0985ff2,valid
C383,Table9,미국: +stage 셀 격차(pp),-1.258,"[-5.67, 2.6]",5964,07_analysis/out/P00148.json,estimates.USA.A_ladder.plusstage.coef_pp,06_code/p001_48_region_split.py,621f8999c0985ff2,valid
C384,Table9,미국: +stage 셀 후속(fon) fp 계수(pp),1.006,"[-2.14, 5.13]",5964,07_analysis/out/P00148.json,estimates.USA.B_adjudication_stage_cell.fon.coef_pp,06_code/p001_48_region_split.py,621f8999c0985ff2,valid
C385,Table9,미국: 고정 출구지평 총 terrain (연공 통제),0.18968,"[-0.0183, 0.377]",1529,07_analysis/out/P00148.json,estimates.USA.C_fixed_horizon.F2t.terrain.coef,06_code/p001_48_region_split.py,621f8999c0985ff2,valid
C386,Table9,미국: 고정지평 파트너 수,2079,-,-,07_analysis/out/P00148.json,estimates.USA.C_fixed_horizon.n_partners,06_code/p001_48_region_split.py,621f8999c0985ff2,valid
C390,Table9,NA(미국+캐나다): 회사×연×섹터 셀 여성 파트너 FF 출구 격차(pp),-4.693,"[-11.84, 1.32]",6160,07_analysis/out/P00148.json,estimates.NA.A_ladder.pluscat.coef_pp,06_code/p001_48_region_split.py,621f8999c0985ff2,valid
C391,Table9,NA(미국+캐나다): 회사×연×섹터 혼합 셀 수,146,-,6160,07_analysis/out/P00148.json,estimates.NA.A_ladder.pluscat.n_mixed_cells,06_code/p001_48_region_split.py,621f8999c0985ff2,valid
C392,Table9,NA(미국+캐나다): 회사×연×섹터 셀 내 재배정 위약 |β| 95분위(pp),5.9,-,6160,07_analysis/out/P00148.json,estimates.NA.A_ladder.pluscat.placebo_p95_abs_pp,06_code/p001_48_region_split.py,621f8999c0985ff2,valid
C393,Table9,NA(미국+캐나다): +stage 셀 격차(pp),-1.258,"[-5.26, 2.99]",6160,07_analysis/out/P00148.json,estimates.NA.A_ladder.plusstage.coef_pp,06_code/p001_48_region_split.py,621f8999c0985ff2,valid
C394,Table9,NA(미국+캐나다): +stage 셀 후속(fon) fp 계수(pp),1.006,"[-2.05, 5.15]",6160,07_analysis/out/P00148.json,estimates.NA.B_adjudication_stage_cell.fon.coef_pp,06_code/p001_48_region_split.py,621f8999c0985ff2,valid
C395,Table9,NA(미국+캐나다): 고정 출구지평 총 terrain (연공 통제),0.24248,"[0.0361, 0.4805]",1596,07_analysis/out/P00148.json,estimates.NA.C_fixed_horizon.F2t.terrain.coef,06_code/p001_48_region_split.py,621f8999c0985ff2,valid
C396,Table9,NA(미국+캐나다): 고정지평 파트너 수,2158,-,-,07_analysis/out/P00148.json,estimates.NA.C_fixed_horizon.n_partners,06_code/p001_48_region_split.py,621f8999c0985ff2,valid
C400,Table9,유럽: 회사×연×섹터 셀 여성 파트너 FF 출구 격차(pp),0.0,"[0.0, 0.0]",943,07_analysis/out/P00148.json,estimates.EU24.A_ladder.pluscat.coef_pp,06_code/p001_48_region_split.py,621f8999c0985ff2,valid
C401,Table9,유럽: 회사×연×섹터 혼합 셀 수,27,-,943,07_analysis/out/P00148.json,estimates.EU24.A_ladder.pluscat.n_mixed_cells,06_code/p001_48_region_split.py,621f8999c0985ff2,valid
C402,Table9,유럽: 회사×연×섹터 셀 내 재배정 위약 |β| 95분위(pp),6.63,-,943,07_analysis/out/P00148.json,estimates.EU24.A_ladder.pluscat.placebo_p95_abs_pp,06_code/p001_48_region_split.py,621f8999c0985ff2,valid
C403,Table9,유럽: +stage 셀 격차(pp),0.0,"[0.0, 0.0]",943,07_analysis/out/P00148.json,estimates.EU24.A_ladder.plusstage.coef_pp,06_code/p001_48_region_split.py,621f8999c0985ff2,valid
C404,Table9,유럽: +stage 셀 후속(fon) fp 계수(pp),0.0,"[0.0, 0.0]",943,07_analysis/out/P00148.json,estimates.EU24.B_adjudication_stage_cell.fon.coef_pp,06_code/p001_48_region_split.py,621f8999c0985ff2,valid
C405,Table9,유럽: 고정 출구지평 총 terrain (연공 통제),0.36314,"[0.1206, 0.5828]",366,07_analysis/out/P00148.json,estimates.EU24.C_fixed_horizon.F2t.terrain.coef,06_code/p001_48_region_split.py,621f8999c0985ff2,valid
C406,Table9,유럽: 고정지평 파트너 수,464,-,-,07_analysis/out/P00148.json,estimates.EU24.C_fixed_horizon.n_partners,06_code/p001_48_region_split.py,621f8999c0985ff2,valid
C410,Table9,NAEU cell_cat: 혼합 셀 중 단일 라운드(공동귀속) 셀 비중,0.6494,-,174,07_analysis/out/P00149.json,estimates.NAEU.cell_cat.share_single_round_cells,06_code/p001_49_coattribution_audit.py,ea49c8100c9130e4,valid
C411,Table9,NAEU cell_cat: 셀 내 exit 분산>0 셀 수,30,-,174,07_analysis/out/P00149.json,estimates.NAEU.cell_cat.n_cells_exit_var_pos,06_code/p001_49_coattribution_audit.py,ea49c8100c9130e4,valid
C412,Table9,NAEU cell_cat: exit 분산>0 셀의 딜 수,101,-,430,07_analysis/out/P00149.json,estimates.NAEU.cell_cat.n_deals_exit_var_pos,06_code/p001_49_coattribution_audit.py,ea49c8100c9130e4,valid
C413,Table9,NAEU cell_cat: Σxr² 중 단일 라운드 셀 비중(희석),0.5752,-,430,07_analysis/out/P00149.json,estimates.NAEU.cell_cat.dilution_share_sxx_single_round,06_code/p001_49_coattribution_audit.py,ea49c8100c9130e4,valid
C414,Table9,NAEU cell_cat: 다중 라운드 셀만의 출구 격차(pp),-10.707,"[-21.72, 2.07]",195,07_analysis/out/P00149.json,estimates.NAEU.cell_cat.beta_multi_exit_ever_pp,06_code/p001_49_coattribution_audit.py,ea49c8100c9130e4,valid
C415,Table9,NAEU cell_stage: 혼합 셀 중 단일 라운드(공동귀속) 셀 비중,0.871,-,155,07_analysis/out/P00149.json,estimates.NAEU.cell_stage.share_single_round_cells,06_code/p001_49_coattribution_audit.py,ea49c8100c9130e4,valid
C416,Table9,NAEU cell_stage: 셀 내 exit 분산>0 셀 수,8,-,155,07_analysis/out/P00149.json,estimates.NAEU.cell_stage.n_cells_exit_var_pos,06_code/p001_49_coattribution_audit.py,ea49c8100c9130e4,valid
C417,Table9,NAEU cell_stage: exit 분산>0 셀의 딜 수,19,-,336,07_analysis/out/P00149.json,estimates.NAEU.cell_stage.n_deals_exit_var_pos,06_code/p001_49_coattribution_audit.py,ea49c8100c9130e4,valid
C418,Table9,NAEU cell_stage: Σxr² 중 단일 라운드 셀 비중(희석),0.8506,-,336,07_analysis/out/P00149.json,estimates.NAEU.cell_stage.dilution_share_sxx_single_round,06_code/p001_49_coattribution_audit.py,ea49c8100c9130e4,valid
C419,Table9,NAEU cell_stage: 다중 라운드 셀만의 출구 격차(pp),-6.803,"[-25.4, 17.23]",51,07_analysis/out/P00149.json,estimates.NAEU.cell_stage.beta_multi_exit_ever_pp,06_code/p001_49_coattribution_audit.py,ea49c8100c9130e4,valid
C420,Table9,GLOBAL cell_cat: 혼합 셀 중 단일 라운드(공동귀속) 셀 비중,0.6283,-,191,07_analysis/out/P00149.json,estimates.GLOBAL.cell_cat.share_single_round_cells,06_code/p001_49_coattribution_audit.py,ea49c8100c9130e4,valid
C421,Table9,GLOBAL cell_cat: 셀 내 exit 분산>0 셀 수,35,-,191,07_analysis/out/P00149.json,estimates.GLOBAL.cell_cat.n_cells_exit_var_pos,06_code/p001_49_coattribution_audit.py,ea49c8100c9130e4,valid
C422,Table9,GLOBAL cell_cat: exit 분산>0 셀의 딜 수,120,-,478,07_analysis/out/P00149.json,estimates.GLOBAL.cell_cat.n_deals_exit_var_pos,06_code/p001_49_coattribution_audit.py,ea49c8100c9130e4,valid
C423,Table9,GLOBAL cell_cat: Σxr² 중 단일 라운드 셀 비중(희석),0.5497,-,478,07_analysis/out/P00149.json,estimates.GLOBAL.cell_cat.dilution_share_sxx_single_round,06_code/p001_49_coattribution_audit.py,ea49c8100c9130e4,valid
C424,Table9,GLOBAL cell_cat: 다중 라운드 셀만의 출구 격차(pp),-13.87,"[-24.77, -2.5]",228,07_analysis/out/P00149.json,estimates.GLOBAL.cell_cat.beta_multi_exit_ever_pp,06_code/p001_49_coattribution_audit.py,ea49c8100c9130e4,valid
C425,Table9,GLOBAL cell_stage: 혼합 셀 중 단일 라운드(공동귀속) 셀 비중,0.8521,-,169,07_analysis/out/P00149.json,estimates.GLOBAL.cell_stage.share_single_round_cells,06_code/p001_49_coattribution_audit.py,ea49c8100c9130e4,valid
C426,Table9,GLOBAL cell_stage: 셀 내 exit 분산>0 셀 수,10,-,169,07_analysis/out/P00149.json,estimates.GLOBAL.cell_stage.n_cells_exit_var_pos,06_code/p001_49_coattribution_audit.py,ea49c8100c9130e4,valid
C427,Table9,GLOBAL cell_stage: exit 분산>0 셀의 딜 수,25,-,371,07_analysis/out/P00149.json,estimates.GLOBAL.cell_stage.n_deals_exit_var_pos,06_code/p001_49_coattribution_audit.py,ea49c8100c9130e4,valid
C428,Table9,GLOBAL cell_stage: Σxr² 중 단일 라운드 셀 비중(희석),0.8246,-,371,07_analysis/out/P00149.json,estimates.GLOBAL.cell_stage.dilution_share_sxx_single_round,06_code/p001_49_coattribution_audit.py,ea49c8100c9130e4,valid
C429,Table9,GLOBAL cell_stage: 다중 라운드 셀만의 출구 격차(pp),-10.0,"[-26.57, 9.23]",67,07_analysis/out/P00149.json,estimates.GLOBAL.cell_stage.beta_multi_exit_ever_pp,06_code/p001_49_coattribution_audit.py,ea49c8100c9130e4,valid
C430,Table9,NAEU cell_cat: 다중 라운드 셀 위약 |β| 95분위(pp),12.67,-,195,07_analysis/out/P00149.json,estimates.NAEU.cell_cat.placebo_p95_multi_exit_ever_pp,06_code/p001_49_coattribution_audit.py,ea49c8100c9130e4,valid
C431,Table9,NAEU cell_cat: 다중 라운드 셀 격차 MDE80(pp),17.51,-,195,07_analysis/out/P00149.json,estimates.NAEU.cell_cat.mde_multi_exit_ever_pp,06_code/p001_49_coattribution_audit.py,ea49c8100c9130e4,valid
C432,Table9,NAEU cell_cat: 다중 라운드 셀 수,61,-,174,07_analysis/out/P00149.json,estimates.NAEU.cell_cat.n_multi_round_cells,06_code/p001_49_coattribution_audit.py,ea49c8100c9130e4,valid
C433,Table9,NAEU cell_cat: 단일 라운드(공동귀속) 셀 수,113,-,174,07_analysis/out/P00149.json,estimates.NAEU.cell_cat.n_single_round_cells,06_code/p001_49_coattribution_audit.py,ea49c8100c9130e4,valid
C434,Table9,NAEU cell_stage: 다중 라운드 셀 격차 MDE80(pp),30.7,-,51,07_analysis/out/P00149.json,estimates.NAEU.cell_stage.mde_multi_exit_ever_pp,06_code/p001_49_coattribution_audit.py,ea49c8100c9130e4,valid
C440,Table9,해저드 패널: fp 변동 셀×경과년 그룹 수,814,-,1764,07_analysis/out/P00150.json,estimates.A_cells.n_mixed_cells,06_code/p001_50_hazard_identification.py,97ce317656b3ad64,valid
C441,Table9,해저드 패널: 단일 라운드(공동귀속) 그룹 비중,0.8943,-,814,07_analysis/out/P00150.json,estimates.A_cells.share_single_round_cells,06_code/p001_50_hazard_identification.py,97ce317656b3ad64,valid
C442,Table9,해저드 패널: 결과 변이>0 그룹 수,10,-,814,07_analysis/out/P00150.json,estimates.A_cells.n_cells_outcome_var_pos,06_code/p001_50_hazard_identification.py,97ce317656b3ad64,valid
C443,Table9,해저드 패널: Σx̃² 중 단일 라운드 그룹 비중(희석),0.8729,-,1764,07_analysis/out/P00150.json,estimates.A_cells.dilution_share_sxx_single_round,06_code/p001_50_hazard_identification.py,97ce317656b3ad64,valid
C444,Table9,해저드 격차 전체(pp/yr) — P001-12 재현,-0.244,"[-1.0, 0.31]",37416,07_analysis/out/P00150.json,estimates.B_hazard_gap.full.coef_pp,06_code/p001_50_hazard_identification.py,97ce317656b3ad64,valid
C445,Table9,"해저드 격차, 다중 라운드 그룹만(pp/yr)",-1.699,"[-11.83, 2.87]",226,07_analysis/out/P00150.json,estimates.B_hazard_gap.multi_round_cells.coef_pp,06_code/p001_50_hazard_identification.py,97ce317656b3ad64,valid
C446,Table9,"해저드 격차, 다중 라운드 그룹만 MDE80(pp/yr)",11.31,-,226,07_analysis/out/P00150.json,estimates.B_hazard_gap.multi_round_cells.mde80_pp,06_code/p001_50_hazard_identification.py,97ce317656b3ad64,valid
C447,Table9,해저드 기저(연) — P001-50 패널,0.0619,-,37416,07_analysis/out/P00150.json,estimates.A_cells.base_hazard,06_code/p001_50_hazard_identification.py,97ce317656b3ad64,valid
C448,Table9,기저 해저드의 25%(pp),1.548,-,-,07_analysis/out/P00150.json,estimates.quarter_of_base_pp,06_code/p001_50_hazard_identification.py,97ce317656b3ad64,valid
C449,Table9,해저드 패널: 결과 변이>0 그룹의 출구 사건 수,12,-,25,07_analysis/out/P00150.json,estimates.A_cells.n_exit_events_varpos,06_code/p001_50_hazard_identification.py,97ce317656b3ad64,valid
C450,Table10,균형검정(FF 회사×연×섹터): age 여−남 셀 내 차,-0.10181,"[-0.4269, 0.1661]",430,07_analysis/out/P00146.json,estimates.FF_cell_cat_pre.by_cov.age.coef,06_code/p001_46_balance_rothstein.py,64fc05532842162e,valid
C451,Table10,균형검정(FF 회사×연×섹터): ln_prior_rounds 여−남 셀 내 차,-0.05977,"[-0.1318, 0.0067]",430,07_analysis/out/P00146.json,estimates.FF_cell_cat_pre.by_cov.ln_prior_rounds.coef,06_code/p001_46_balance_rothstein.py,64fc05532842162e,valid
C452,Table10,균형검정(FF 회사×연×섹터): ln_prior_capital 여−남 셀 내 차,-0.64567,"[-1.7433, 0.3286]",430,07_analysis/out/P00146.json,estimates.FF_cell_cat_pre.by_cov.ln_prior_capital.coef,06_code/p001_46_balance_rothstein.py,64fc05532842162e,valid
C453,Table10,균형검정(FF 회사×연×섹터): emp_band 여−남 셀 내 차,-0.15222,"[-0.304, -0.0013]",430,07_analysis/out/P00146.json,estimates.FF_cell_cat_pre.by_cov.emp_band.coef,06_code/p001_46_balance_rothstein.py,64fc05532842162e,valid
C454,Table10,균형검정(FF 회사×연×섹터): prev_investor_count 여−남 셀 내 차,-0.50412,"[-0.9139, -0.207]",269,07_analysis/out/P00146.json,estimates.FF_cell_cat_pre.by_cov.prev_investor_count.coef,06_code/p001_46_balance_rothstein.py,64fc05532842162e,valid
C455,Table10,균형검정(FF 회사×연×섹터): n_founders 여−남 셀 내 차,-0.21233,"[-0.4297, -0.0331]",430,07_analysis/out/P00146.json,estimates.FF_cell_cat_pre.by_cov.n_founders.coef,06_code/p001_46_balance_rothstein.py,64fc05532842162e,valid
C456,Table10,균형검정(FF 회사×연×섹터): n_female_founders 여−남 셀 내 차,0.04656,"[0.0097, 0.0925]",430,07_analysis/out/P00146.json,estimates.FF_cell_cat_pre.by_cov.n_female_founders.coef,06_code/p001_46_balance_rothstein.py,64fc05532842162e,valid
C457,Table10,균형검정(FF 회사×연×섹터): founder_degree_share 여−남 셀 내 차,-0.00317,"[-0.0383, 0.0291]",430,07_analysis/out/P00146.json,estimates.FF_cell_cat_pre.by_cov.founder_degree_share.coef,06_code/p001_46_balance_rothstein.py,64fc05532842162e,valid
C458,Table10,균형검정(FF 회사×연×섹터): serial_share 여−남 셀 내 차,-0.03084,"[-0.0725, 0.0055]",430,07_analysis/out/P00146.json,estimates.FF_cell_cat_pre.by_cov.serial_share.coef,06_code/p001_46_balance_rothstein.py,64fc05532842162e,valid
C459,Table10,균형검정(FF 회사×연×섹터): hq_us 여−남 셀 내 차,-0.00927,"[-0.0366, 0.0168]",430,07_analysis/out/P00146.json,estimates.FF_cell_cat_pre.by_cov.hq_us.coef,06_code/p001_46_balance_rothstein.py,64fc05532842162e,valid
C460,Table10,균형검정: FF cat 결합 순열 p,0.658,-,269,07_analysis/out/P00146.json,estimates.FF_cell_cat_pre.joint.p_perm,06_code/p001_46_balance_rothstein.py,64fc05532842162e,valid
C461,Table10,균형검정: 크기 보정 기각률(명목 5%),0.09,-,100,07_analysis/out/P00146.json,estimates.FF_cell_cat_pre.joint.size_calibration_reject_rate,06_code/p001_46_balance_rothstein.py,64fc05532842162e,valid
C462,Table10,균형검정: FF +stage 결합 순열 p,0.978,-,207,07_analysis/out/P00146.json,estimates.FF_cell_stage_pre.joint.p_perm,06_code/p001_46_balance_rothstein.py,64fc05532842162e,valid
C463,Table10,균형검정: 전 딜 +stage 결합 순열 p,0.236,-,1566,07_analysis/out/P00146.json,estimates.ALL_cell_stage_pre.joint.p_perm,06_code/p001_46_balance_rothstein.py,64fc05532842162e,valid
C464,Table10,균형검정 양성 대조: FF cat log 라운드 규모(사후) 여−남,-0.13864,"[-0.255, -0.0304]",387,07_analysis/out/P00146.json,estimates.FF_cell_cat_post.by_cov.ln_round_size.coef,06_code/p001_46_balance_rothstein.py,64fc05532842162e,valid
C465,Table10,균형검정: 표준화 차 n_female_founders,0.0999,-,430,07_analysis/out/P00146.json,estimates.FF_cell_cat_pre.by_cov.n_female_founders.std_diff,06_code/p001_46_balance_rothstein.py,64fc05532842162e,valid
C466,Table10,균형검정: 혼합 셀 수 / 딜 수 (FF cat),174,-,430,07_analysis/out/P00146.json,estimates.FF_cell_cat_pre.n_mixed_cells,06_code/p001_46_balance_rothstein.py,64fc05532842162e,valid
C467,Table10,균형검정 양성 대조: 전 딜 cat log 라운드 규모(사후) 여−남,-0.05753,"[-0.1431, 0.0207]",3808,07_analysis/out/P00146.json,estimates.ALL_cell_cat_post.by_cov.ln_round_size.coef,06_code/p001_46_balance_rothstein.py,64fc05532842162e,valid
C468,Table10,라운드 내 재참여: any-female 기준 재추정(P001-51 부트),-0.00379,"[-0.0396, 0.0315]",1623,07_analysis/out/P00151.json,estimates.A_baseline.fp.coef,06_code/p001_51_within_round_variants.py,c207763194f2c3b4,valid
C469,Table10,라운드 내 재참여: female-only 귀속,-0.01536,"[-0.0694, 0.0275]",1296,07_analysis/out/P00151.json,estimates.B_treatment_definition.female_only.fp.coef,06_code/p001_51_within_round_variants.py,c207763194f2c3b4,valid
C470,Table10,라운드 내 재참여: female-only MDE80,0.0648,-,1296,07_analysis/out/P00151.json,estimates.B_treatment_definition.female_only.fp.mde80,06_code/p001_51_within_round_variants.py,c207763194f2c3b4,valid
C471,Table10,라운드 내 재참여: female-only 라운드 수,436,-,-,07_analysis/out/P00151.json,estimates.B_treatment_definition.female_only.n_rounds,06_code/p001_51_within_round_variants.py,c207763194f2c3b4,valid
C472,Table10,라운드 내 재참여: 혼합 귀속 행 수(제거),127,-,-,07_analysis/out/P00151.json,estimates.B_treatment_definition.n_mixed_attr_rows_dropped,06_code/p001_51_within_round_variants.py,c207763194f2c3b4,valid
C473,Table10,라운드 내 재참여: mixed vs male-only (3범주),0.03566,"[-0.0418, 0.1026]",1623,07_analysis/out/P00151.json,estimates.B_treatment_definition.three_category.mixed_vs_male_only.coef,06_code/p001_51_within_round_variants.py,c207763194f2c3b4,valid
C474,Table10,"라운드 내 재참여: female-only, 투자자 군집",-0.01536,"[-0.0491, 0.0213]",1296,07_analysis/out/P00151.json,estimates.B_treatment_definition.female_only_investor_cluster.fp.coef,06_code/p001_51_within_round_variants.py,c207763194f2c3b4,valid
